no,originalSMILES,finalSMILES,expVDss(L/kg),predVDss(L/kg),expCL(mL/min/kg),predCL(mL/min/kg),expt1/2(h),predt1/2(h),expfu,predfu,explogVDss,predlogVDss,explogCL,predlogCL,explogt1/2,predlogt1/2,explogfu,predlogfu
984,CCC1=NC(=NC(=C1C2=CC=C(Cl)C=C2)N)N,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(Cl)C=C2,0.43,0.92,0.052,0.31,140,42.04,0.095,0.12,0.37,-0.04,-1.28,-0.51,2.15,1.62,-1.02,-0.93
,OC1=CC(=C2C(=O)C(=C(OC2=C1)C3=CC=C(,OC1=CC2=C(C(=C1)O)C(=O)C(=C(O2)C3=CC(=C(O,,,,,,,,,,,,,,,,
985,,,0.12,0.15,11,7.25,0.6,1.12,0.009,0.02,0.92,-0.82,1.04,0.86,-0.22,0.05,-2.05,-1.65
,O)C(=C3)O)O)O,)C=C3)O)O,,,,,,,,,,,,,,,,
,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC3,CC[NH+](CC)CCC[C@@H](C)NC1=C2C=C(OC)C=,,,,,,,,,,,,,,,,
986,,,45,46.60,5.1,5.65,120,57.56,0.13,0.10,1.65,1.67,0.71,0.75,2.08,1.76,-0.89,-0.99
,=CC=C(OC)C=C13)Cl,CC2=[NH+]C3=CC(=CC=C13)Cl,,,,,,,,,,,,,,,,
,C[C@H](N[C@@H](CCC1=CC=CC=C1)C(O),C[C@H]([NH2+][C@@H](CCC1=CC=CC=C1)C([O-,,,,,,,,,,,,,,,,
987,=O)C(=O)N2CC3=CC=CC=C3C[C@H]2C(O)=,])=O)C(=O)N2CC3=C(C[C@H]2C([O-,0.13,0.16,0.93,1.36,2.3,2.97,0.32,0.23,0.89,-0.79,-0.03,0.14,0.36,0.47,-0.49,-0.63
,O,])=O)C=CC=C3,,,,,,,,,,,,,,,,
,COC1=CC=C2N=CC=C([C@H](O)[C@H]3C[,COC1=CC2=C(C=CN=C2C=C1)[C@H](O)[C@H]3C[,,,,,,,,,,,,,,,,
988,,,2.9,4.01,4,4.03,6.6,7.61,0.26,0.31,0.46,0.60,0.60,0.61,0.82,0.88,-0.59,-0.51
,C@@H]4CCN3C[C@@H]4C=C)C2=C1,C@H]4CC[NH+]3C[C@@H]4C=C,,,,,,,,,,,,,,,,
,COC1=CC=C2N=CC=C([C@@H](O)[C@@H],COC1=CC2=C(C=CN=C2C=C1)[C@@H](O)[C@@H,,,,,,,,,,,,,,,,
989,,,1.8,3.92,1.9,3.50,11,7.86,0.3,0.30,0.26,0.59,0.28,0.54,1.04,0.90,-0.52,-0.53
,3C[C@@H]4CCN3C[C@@H]4C=C)C2=C1,]3C[C@H]4CC[NH+]3C[C@@H]4C=C,,,,,,,,,,,,,,,,
,C[C@H]1CN2C(=S)NC3=CC(=CC(=C23)CN1,C[C@H]1CN2C(=S)NC3=C2C(=CC(=C3)Cl)C[NH+]1,,,,,,,,,,,,,,,,
990,,,21.98,17.46,10.41,9.16,25.96,16.49,,,1.34,1.24,1.02,0.96,1.41,1.22,,
,CC=C(C)C)Cl,CC=C(C)C,,,,,,,,,,,,,,,,
,COCCCOC1=CC=NC(=C1C)C[S](=O)C2=NC3,COCCCOC1=C(C)C(=NC=C1)C[S](=O)C2=NC3=C([,,,,,,,,,,,,,,,,
991,,,0.22,0.27,4,4.40,1,1.53,0.037,0.07,0.66,-0.57,0.60,0.64,0.00,0.18,-1.43,-1.14
,=CC=CC=C3[NH]2,NH]2)C=CC=C3,,,,,,,,,,,,,,,,
,CCN1CCC[C@H]1CNC(=O)C2=C(OC)C(=CC,CC[NH+]1CCC[C@@H]1CNC(=O)C2=C(OC)C(=CC(,,,,,,,,,,,,,,,,
992,,,1.1,1.38,1.2,2.65,14,10.29,0.06,0.10,0.04,0.14,0.08,0.42,1.15,1.01,-1.22,-0.98
,(=C2O)Cl)Cl,=C2O)Cl)Cl,,,,,,,,,,,,,,,,
,OC1=CC=C(C=C1)C2=C(C(=O)C3=CC=C(OC,OC1=CC=C(C=C1)C2=C(C(=O)C3=CC=C(OCC[NH+,,,,,,,,,,,,,,,,
993,,,7.5,5.96,10.8,9.67,12.1,11.85,0.05,0.03,0.88,0.78,1.03,0.99,1.08,1.07,-1.30,-1.53
,CN4CCCCC4)C=C3)C5=C(S2)C=C(O)C=C5,]4CCCCC4)C=C3)C5=C(S2)C=C(O)C=C5,,,,,,,,,,,,,,,,
,CN(CC1=CC2=C(NC(=NC2=O)C)C=C1)C3=C,CN(CC1=CC2=C(NC(=NC2=O)C)C=C1)C3=CC=C(S,,,,,,,,,,,,,,,,
994,,,6.57,2.45,0.9,1.24,140,24.82,0.05,0.07,0.82,0.39,-0.05,0.09,2.15,1.39,-1.30,-1.16
,C=C(S3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O,,,,,,,,,,,,,,,,
,CCC(=O)NCC[C@@H]1CCC2=CC=C3OCCC,,,,,,,,,,,,,,,,,
995,,CCC(=O)NCC[C@H]1CCC2=C1C3=C(OCC3)C=C2,1.05,1.32,13.1,10.72,1.9,2.37,0.2,0.19,0.02,0.12,1.12,1.03,0.28,0.38,-0.70,-0.72
,3=C12,,,,,,,,,,,,,,,,,
,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N](=,CN\C(NCCSCC1=CC=C(C[NH+](C)C)O1)=C/[N+]([,,,,,,,,,,,,,,,,
996,,,1.2,1.33,9.6,9.27,2.1,2.20,0.95,0.73,0.08,0.12,0.98,0.97,0.32,0.34,-0.02,-0.14
,O)=O,O-])=O,,,,,,,,,,,,,,,,
,COC1=C(OC[C@H](O)CN2CCN(CC2)CC(=O),COC1=C(OC[C@H](O)C[NH+]2CC[NH+](CC2)CC(=,,,,,,,,,,,,,,,,
997,,,1.2,1.51,9.5,7.85,1.8,2.95,0.38,0.21,0.08,0.18,0.98,0.90,0.26,0.47,-0.42,-0.68
,NC3=C(C)C=CC=C3C)C=CC=C1,O)NC3=C(C)C=CC=C3C)C=CC=C1,,,,,,,,,,,,,,,,
,CCOC1=CC=CC=C1O[C@@H]([C@H]2CNC,CCOC1=C(O[C@@H]([C@H]2C[NH2+]CCO2)C3=C,,,,,,,,,,,,,,,,
998,,,0.65,0.82,0.82,2.20,10,5.42,0.019,0.08,0.19,-0.09,-0.09,0.34,1.00,0.73,-1.72,-1.09
,CO2)C3=CC=CC=C3,C=CC=C3)C=CC=C1,,,,,,,,,,,,,,,,
999,CC(C)NCCCNC(=O)NC1=C(C)C=CC=C1C,CC(C)[NH2+]CCCNC(=O)NC1=C(C)C=CC=C1C,1.4,1.76,4.5,5.64,5,3.47,0.86,0.66,0.15,0.25,0.65,0.75,0.70,0.54,-0.07,-0.18
,CNC(=O)C1=C[N](N=C1)C2=NC(=C3N=C[N],,,,,,,,,,,,,,,,,
,,CNC(=O)C1=C[N](N=C1)C2=NC3=C(N=C[N]3[C@,,,,,,,,,,,,,,,,
1000,([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4,,0.94,1.12,7.3,6.20,2,2.50,0.7,0.48,0.03,0.05,0.86,0.79,0.30,0.40,-0.15,-0.32
,,@H]4O[C@H](CO)[C@@H](O)[C@H]4O)C(=N2)N,,,,,,,,,,,,,,,,
,O)C3=N2)N,,,,,,,,,,,,,,,,,
,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CCC(=O,CCC(=O)N(C1=CC=CC=C1)C2(CC[NH+](CCC(=O)O,,,,,,,,,,,,,,,,
1001,,,0.4,0.50,37,19.71,0.8,1.25,0.3,0.24,0.40,-0.30,1.57,1.29,-0.10,0.10,-0.52,-0.62
,)OC)CC2)C(=O)OC,C)CC2)C(=O)OC,,,,,,,,,,,,,,,,
,CC(C)(C)[S](=O)(=O)C[C@H](CC1=CC=CC=,,,,,,,,,,,,,,,,,
,,CC(C)(C)[S](=O)(=O)C[C@H](CC1=CC=CC=C1)C(=,,,,,,,,,,,,,,,,
,C1)C(=O)N[C@@H](CC2=C[NH]C=N2)C(=O),,,,,,,,,,,,,,,,,
1002,,O)N[C@@H](CC2=C[NH]C=N2)C(=O)N[C@@H](C,0.77,0.97,11.6,7.11,5.2,4.71,0.056,0.04,0.11,-0.01,1.06,0.85,0.72,0.67,-1.25,-1.35
,N[C@@H](CC3CCCCC3)[C@@H](O)C(O)C4,,,,,,,,,,,,,,,,,
,,C3CCCCC3)[C@@H](O)[C@@H](O)C4CC4,,,,,,,,,,,,,,,,
,CC4,,,,,,,,,,,,,,,,,
,COC(=O)CC[C@@H]1N=C(C2=NC=CC=C2),COC(=O)CC[C@@H]1N=C(C2=NC=CC=C2)C3=C(C,,,,,,,,,,,,,,,,
1003,,,0.44,0.55,15.02,8.06,0.75,1.64,,,0.36,-0.26,1.18,0.91,-0.12,0.21,,
,C3=C(C=CC(=C3)Br)[N]4C(=CN=C14)C,=CC(=C3)Br)[N]4C(=CN=C14)C,,,,,,,,,,,,,,,,
,CCN1CCC[C@H]1CNC(=O)C2=C(OC)C=CC(,CC[NH+]1CCC[C@H]1CNC(=O)C2=C(OC)C(=CC=C,,,,,,,,,,,,,,,,
1004,,,0.65,0.82,1.7,3.00,5.5,5.43,0.16,0.19,0.19,-0.09,0.23,0.48,0.74,0.73,-0.80,-0.71
,=C2OC)Br,2OC)Br,,,,,,,,,,,,,,,,
,CCOC1=CC(=CC=C1C(O)=O)CC(=O)N[C@@,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C,,,,,,,,,,,,,,,,
1005,,,0.35,0.36,7.8,5.00,0.87,1.92,0.015,0.02,0.46,-0.44,0.89,0.70,-0.06,0.28,-1.82,-1.75
,H](CC(C)C)C2=CC=CC=C2N3CCCCC3,2=C(C=CC=C2)N3CCCCC3)C([O-])=O,,,,,,,,,,,,,,,,
,O=C1N(CCCCNC[C@H]2CCC3=CC=CC=C3,O=C1N(CCCC[NH2+]C[C@H]2CCC3=C(O2)C=CC=,,,,,,,,,,,,,,,,
1006,,,0.21,0.26,2.2,3.12,1.2,2.22,,,0.68,-0.58,0.34,0.49,0.08,0.35,,
,O2)[S](=O)(=O)C4=CC=CC=C14,C3)[S](=O)(=O)C4=C1C=CC=C4,,,,,,,,,,,,,,,,
,COCCN1CCN(CC1)CC2=CC=C(C=C2)C3=N[,COCC[NH+]1CC[NH+](CC1)CC2=CC=C(C=C2)C3=,,,,,,,,,,,,,,,,
1007,NH]C4=C3C(=O)C5=C(NC(=O)NN6CCOCC6),N[NH]C4=C3C(=O)C5=C4C=CC=C5NC(=O)[N-,5.9,4.69,11.5,8.58,9.9,9.48,,,0.77,0.67,1.06,0.93,1.00,0.98,,
,C=CC=C45,]N6CCOCC6,,,,,,,,,,,,,,,,
,NC(=O)C1=N[N](C=N1)[C@@H]2O[C@H](C,NC(=O)C1=N[N](C=N1)[C@@H]2O[C@@H](CO)[C,,,,,,,,,,,,,,,,
1008,,,14,4.13,5.2,6.50,45,9.76,1,0.89,1.15,0.62,0.72,0.81,1.65,0.99,0.00,-0.05
,O)[C@@H](O)[C@H]2O,@@H](O)[C@@H]2O,,,,,,,,,,,,,,,,
,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N),[NH3+]C[C@@H]1O[C@H](O[C@@H]2[C@@H]([,,,,,,,,,,,,,,,,
,C[C@@H](N)[C@H](O)[C@H]2O[C@@H]3O,NH3+])C[C@@H]([NH3+])[C@H](O)[C@H]2O[C@,,,,,,,,,,,,,,,,
1009,,,0.25,0.27,1.5,1.48,2.5,3.03,,,0.60,-0.58,0.18,0.17,0.40,0.48,,
,[C@H](CO)[C@@H](O)[C@H]3O)[C@H](N)[,@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@H]([N,,,,,,,,,,,,,,,,
,C@@H](O)[C@@H]1O,H3+])[C@@H](O)[C@@H]1O,,,,,,,,,,,,,,,,
,,[O-,,,,,,,,,,,,,,,,
,OC(=O)CCCCON=C(C1=CC=CN=C1)C2=CC,,,,,,,,,,,,,,,,,
1010,,]C(=O)CCCCO\N=C(/C1=CN=CC=C1)C2=CC(=CC=,0.43,0.41,1.05,1.32,7.54,7.17,0.033,0.02,0.37,-0.38,0.02,0.12,0.88,0.86,-1.48,-1.64
,=CC(=C2)C(F)(F)F,,,,,,,,,,,,,,,,,
,,C2)C(F)(F)F,,,,,,,,,,,,,,,,
,CO[C@H]1C=CO[C@@]2(C)OC3=C(C)C(=C,CO[C@H]1\C=C/O[C@@]2(C)OC3=C(C2=O)C4=C(,,,,,,,,,,,,,,,,
,4C(=O)C(=C5NC6(CCN(CC6)CC(C)C)N=C5C,C(=C3C)O)C(=O)C(=C5NC6(CC[NH+](CC6)CC(C)C),,,,,,,,,,,,,,,,
1011,4=C3C2=O)NC(=O)C(=CC=C[C@H](C)[C@H,N=C45)NC(=O)\C(=C\C=C\[C@H](C)[C@H](O)[C@,9.3,7.40,2.4,3.29,37,24.40,0.29,0.18,0.97,0.87,0.38,0.52,1.57,1.39,-0.54,-0.75
,](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@,@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C,,,,,,,,,,,,,,,,
,H](OC(C)=O)[C@@H]1C)C)O,@@H]1C)C,,,,,,,,,,,,,,,,
,CO[C@H]1C=CO[C@@]2(C)OC3=C(C)C(=C,CO[C@H]1\C=C/O[C@@]2(C)OC3=C(C2=O)C4=C(,,,,,,,,,,,,,,,,
1012,,,0.97,1.11,3.5,4.15,3.8,6.39,0.2,0.16,0.01,0.05,0.54,0.62,0.58,0.81,-0.70,-0.79
,4C(=C(NC(=O)C(=CC=C[C@H](C)[C@H](O)[,O)C(=C(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@,,,,,,,,,,,,,,,,
,C@@H](C)[C@@H](O)[C@@H](C)[C@H](O,@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C,,,,,,,,,,,,,,,,
,C(C)=O)[C@@H]1C)C)C(=C(O)C4=C3C2=O),@@H]1C)C)C(=C4C(=C3C)O)O)\C=N\N5CC[NH+](,,,,,,,,,,,,,,,,
,C=NN5CCN(C)CC5)O)O,C)CC5,,,,,,,,,,,,,,,,
,COC1=CC(=C(C=C[S](=O)(=O)CC2=CC=C(O,COC1=CC(=C(\C=C\[S](=O)(=O)CC2=CC(=C(OC)C=,,,,,,,,,,,,,,,,
1013,,,0.11,0.14,1.51,1.94,0.95,1.49,,,0.96,-0.86,0.18,0.29,-0.02,0.17,,
,C)C(=C2)NCC(O)=O)C(=C1)OC)OC,C2)NCC([O-])=O)C(=C1)OC)OC,,,,,,,,,,,,,,,,
1014,C1CN=C(NC(C2CC2)C3CC3)O1,C1CN=C(NC(C2CC2)C3CC3)O1,4.5,3.58,7.1,5.78,8.3,5.68,0.9,0.78,0.65,0.55,0.85,0.76,0.92,0.75,-0.05,-0.11
1015,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,3.5,2.78,11.3,6.55,,,0.04,0.05,0.54,0.44,1.05,0.82,,,-1.40,-1.26
,COC(=O)N(C)C1=C(N)N=C(N=C1N)C2=N[N],COC(=O)N(C)C1=C(N)N=C(N=C1N)C2=N[N](CC3=,,,,,,,,,,,,,,,,
1016,,,0.44,0.55,0.74,1.23,9.1,8.60,,,0.36,-0.26,-0.13,0.09,0.96,0.93,,
,(CC3=CC=CC=C3F)C4=NC=CC=C24,C(F)C=CC=C3)C4=NC=CC=C24,,,,,,,,,,,,,,,,
,OC(CC1=CC=CN=C1)([P](O)(O)=O)[P](O)(O),OC(CC1=CN=CC=C1)([P]([O-])([O-])=O)[P]([O-,,,,,,,,,,,,,,,,
1017,,,6.3,1.95,1.5,1.60,200,40.01,0.76,0.59,0.80,0.29,0.18,0.21,2.30,1.60,-0.12,-0.23
,=O,])([O-])=O,,,,,,,,,,,,,,,,
,CC1=C(CCN2CCC(CC2)C3=NOC4=CC(=CC=,CC1=C(CC[NH+]2CCC(CC2)C3=NOC4=CC(=CC=C3,,,,,,,,,,,,,,,,
1018,,,1.1,1.38,5.4,4.42,3.2,5.52,0.1,0.09,0.04,0.14,0.73,0.65,0.51,0.74,-1.00,-1.03
,C34)F)C(=O)N5CCCCC5=N1,4)F)C(=O)N5CCCCC5=N1,,,,,,,,,,,,,,,,
,CC1=C(CCN2CCC(CC2)=C(C3=CC=C(F)C=C,CC1=C(CC[NH+]2CC[C](CC2)=[C](C3=CC=C(F)C=,,,,,,,,,,,,,,,,
1019,,,1.41,1.78,0.51,1.07,40,29.24,0.008,0.01,0.15,0.25,-0.29,0.03,1.60,1.47,-2.10,-1.96
,3)C4=CC=C(F)C=C4)C(=O)N5C=CSC5=N1,C3)C4=CC=C(F)C=C4)C(=O)N5C=CSC5=N1,,,,,,,,,,,,,,,,
,[Na+].C[C@@H](O)[C@@H]1[C@H]2SC(=C(,C[C@@H](O)[C@@H]1[C@H]2SC(=C(N2C1=O)C([,,,,,,,,,,,,,,,,
1020,,,0.24,0.25,7.55,6.18,0.54,0.81,0.72,0.65,0.62,-0.60,0.88,0.79,-0.27,-0.09,-0.14,-0.19
,N2C1=O)C([O-])=O)COC(N)=O,O-])=O)COC(N)=O,,,,,,,,,,,,,,,,
,C[C@@H](NCCC1=CC=C(O)C=C1)[C@@H](,C[C@@H]([NH2+]CCC1=CC=C(O)C=C1)[C@@H](,,,,,,,,,,,,,,,,
1021,,,4.4,1.65,31,21.99,2.6,2.83,0.64,0.42,0.64,0.22,1.49,1.34,0.41,0.45,-0.19,-0.38
,O)C2=CC=C(O)C=C2,O)C2=CC=C(O)C=C2,,,,,,,,,,,,,,,,
,ClC1=CC=C(S1)C(=O)NC[C@H]2CN(C(=O)O,ClC1=CC=C(S1)C(=O)NC[C@H]2CN(C(=O)O2)C3=,,,,,,,,,,,,,,,,
1022,,,0.7,0.65,2.4,2.80,7,4.93,0.06,0.05,0.15,-0.18,0.38,0.45,0.85,0.69,-1.22,-1.27
,2)C3=CC=C(C=C3)N4CCOCC4=O,CC=C(C=C3)N4CCOCC4=O,,,,,,,,,,,,,,,,
,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(,CCN(C)C(=O)OC1=CC(=CC=C1)[C@H](C)[NH+](C),,,,,,,,,,,,,,,,
1023,,,1.3,1.64,12,10.29,1.4,1.83,0.6,0.51,0.11,0.21,1.08,1.01,0.15,0.26,-0.22,-0.29
,C)C,C,,,,,,,,,,,,,,,,
,CN(C)CCC1=C[NH]C2=CC=C(C[N]3C=NC=N,C[NH+](C)CCC1=C[NH]C2=C1C=C(C[N]3C=NC=N3,,,,,,,,,,,,,,,,
1024,,,1.9,4.13,16,11.53,2.2,2.88,0.86,0.61,0.28,0.62,1.20,1.06,0.34,0.46,-0.07,-0.22
,3)C=C12,)C=C2,,,,,,,,,,,,,,,,
,CC1=C(C(=CC=C1)Cl)C(=O)N[C@@H](CC2=,,,,,,,,,,,,,,,,,
,,CC1=C(C(=CC=C1)Cl)C(=O)N[C@@H](CC2=CC=C(,,,,,,,,,,,,,,,,
1025,CC=C(NC(=O)C3=C(Cl)C=NC=C3Cl)C=C2)C(,,0.3,0.38,3.7,2.49,3.3,3.67,0.1,0.05,0.52,-0.42,0.57,0.40,0.52,0.56,-1.00,-1.35
,,NC(=O)C3=C(Cl)C=NC=C3Cl)C=C2)C([O-])=O,,,,,,,,,,,,,,,,
,O)=O,,,,,,,,,,,,,,,,,
,NC1=NC(=CS1)C(=NO)C(=O)N[C@H]2[C@H,NC1=NC(=CS1)\C(=N/O)C(=O)N[C@H]2[C@H]3SC,,,,,,,,,,,,,,,,
1026,]3SCC(=C(N3C2=O)C(O)=O)C=C4CCN(CC(F),C(=C(N3C2=O)C([O-,0.11,0.14,0.38,0.66,3.8,3.58,0.043,0.08,0.96,-0.86,-0.42,-0.18,0.58,0.55,-1.37,-1.10
,(F)F)C4=O,])=O)\C=C4\CCN(CC(F)(F)F)C4=O,,,,,,,,,,,,,,,,
,CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3,,,,,,,,,,,,,,,,,
,,CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@,,,,,,,,,,,,,,,,
,CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C,,,,,,,,,,,,,,,,,
1027,,H]4C[C@H](O)[C@H](C[C@@]4(C)[C@H]3CC[C@,0.21,0.26,3.7,4.33,1.6,2.17,0.54,0.32,0.68,-0.58,0.57,0.64,0.20,0.34,-0.27,-0.50
,@H]3CC[C@]12C)N5CCOCC5)[N+]6(CCCC6,,,,,,,,,,,,,,,,,
,,]12C)[NH+]5CCOCC5)[N+]6(CCCC6)CC=C,,,,,,,,,,,,,,,,
,)CC=C,,,,,,,,,,,,,,,,,
,C[S](=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)O,C[S](=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=,,,,,,,,,,,,,,,,
1028,,,1.3,1.03,2,2.06,7.5,6.82,0.13,0.08,0.11,0.01,0.30,0.31,0.88,0.83,-0.89,-1.09
,C2)C3=CC=CC=C3,CC=CC=C3,,,,,,,,,,,,,,,,
,FC(F)OC1=CC=C(C=C1OCC2CC2)C(=O)NC3,FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC3=C(Cl,,,,,,,,,,,,,,,,
1029,,,1.92,2.42,2.2,3.18,15.1,10.85,0.01,0.01,0.28,0.38,0.34,0.50,1.18,1.04,-2.00,-1.84
,=C(Cl)C=NC=C3Cl,)C=[NH+]C=C3Cl,,,,,,,,,,,,,,,,
,C[C@@H](OC[C@]1(CC[C@]2(CCC(=O)N2),C[C@@H](OC[C@]1(CC[C@]2(CCC(=O)N2)C[NH2,,,,,,,,,,,,,,,,
1030,CN1)C3=CC=CC=C3)C4=CC(=CC(=C4)C(F)(,+]1)C3=CC=CC=C3)C4=CC(=CC(=C4)C(F)(F)F)C(F),,,0.38,1.01,148.5,53.61,0.002,0.01,,,-0.42,0.01,2.17,1.73,-2.70,-2.22
,F)F)C(F)(F)F,(F)F,,,,,,,,,,,,,,,,
,COC1=C(OC2CCCC2)C=C(C=C1)[C@@H]3C,COC1=C(OC2CCCC2)C=C(C=C1)[C@@H]3CNC(=O,,,,,,,,,,,,,,,,
1031,,,0.67,0.75,6.3,8.21,7,5.31,0.11,0.16,0.17,-0.13,0.80,0.91,0.85,0.72,-0.96,-0.80
,NC(=O)C3,)C3,,,,,,,,,,,,,,,,
,,C[NH+](C)[C@H]1[C@H]2C[C@H]3C(=C([O-,,,,,,,,,,,,,,,,
,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C,,,,,,,,,,,,,,,,,
,,])[C@]2(O)C(=O)C(=C1[O-,,,,,,,,,,,,,,,,
1032,@]2(O)C(=O)C(=C1O)C(=O)NCN4CCCC4)C(,,0.54,0.68,0.97,1.37,8.8,9.53,0.5,0.33,0.27,-0.17,-0.01,0.14,0.94,0.98,-0.30,-0.49
,,])C(=O)NC[NH+]4CCCC4)C(=O)C5=C(C=CC=C5O)[,,,,,,,,,,,,,,,,
,=O)C5=C(O)C=CC=C5[C@@]3(C)O,,,,,,,,,,,,,,,,,
,,C@@]3(C)O,,,,,,,,,,,,,,,,
,CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)[C]34,CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)[C]34C[C@,,,,,,,,,,,,,,,,
1033,,,4.3,3.42,5,4.57,18.1,12.79,,,0.63,0.53,0.70,0.66,1.26,1.11,,
,CC5[CH2]C(C[CH]3C5)C4)C1=O,@H]5[CH2][C@H](C[CH]3C5)C4)C1=O,,,,,,,,,,,,,,,,
,CC=C1NC(=O)[C@H]2CSSCCC=C[C@H](CC,C\C=C1\NC(=O)[C@H]2CSSCC\C=C/[C@H](CC(=O),,,,,,,,,,,,,,,,
1034,(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@,N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O),1.2,0.95,7.4,6.00,11,6.24,0.07,0.10,0.08,-0.02,0.87,0.78,1.04,0.79,-1.15,-1.00
,H](NC1=O)C(C)C,C(C)C,,,,,,,,,,,,,,,,
1035,CCCN(CCC)CCC1=CC=CC2=C1CC(=O)N2,CCC[NH+](CCC)CCC1=C2CC(=O)NC2=CC=C1,7.7,5.36,30,18.79,6,4.08,0.6,0.50,0.89,0.73,1.48,1.27,0.78,0.61,-0.22,-0.30
,CCCN1CCCC[C@H]1C(=O)NC2=C(C)C=CC=,CCC[NH+]1CCCC[C@H]1C(=O)NC2=C(C)C=CC=C,,,,,,,,,,,,,,,,
1036,,,0.75,0.93,5.5,6.25,2.2,2.27,0.06,0.13,0.12,-0.03,0.74,0.80,0.34,0.36,-1.22,-0.89
,C2C,2C,,,,,,,,,,,,,,,,
,CN(C1=CC=CC=C1)C(=O)C2=C(O)C3=CC=C,CN(C1=CC=CC=C1)C(=O)C2=C([O-,,,,,,,,,,,,,,,,
1037,,,0.21,0.23,0.082,0.16,31,13.97,,,0.68,-0.64,-1.09,-0.80,1.49,1.15,,
,C=C3N(C)C2=O,])C3=C(C=CC=C3)N(C)C2=O,,,,,,,,,,,,,,,,
,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H],,,,,,,,,,,,,,,,
,@@H](O[C@@H]2O[C@H](C)C[C@@H]([C,(O[C@@H]2O[C@H](C)C[C@@H]([C@@H]2O)[NH,,,,,,,,,,,,,,,,
1038,,,2.83,2.25,13.3,9.65,3.34,3.37,,,0.45,0.35,1.12,0.98,0.52,0.53,,
,@@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](,+](C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\[C,,,,,,,,,,,,,,,,
,C)C(=O)C=C[C@]3(C)O[C@H]3[C@@H]1C,@@]3(C)O[C@H]3[C@@H]1C,,,,,,,,,,,,,,,,
,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1),CN(CCOC1=CC=C(C[C@@H]2SC(=O)[N-,,,,,,,,,,,,,,,,
1039,,,0.2,0.25,0.65,1.12,3.9,4.63,0.002,0.01,0.70,-0.60,-0.19,0.05,0.59,0.67,-2.70,-2.14
,C3=CC=CC=N3,]C2=O)C=C1)C3=NC=CC=C3,,,,,,,,,,,,,,,,
,CC(C)C1=NC(=NC(=C1C=C[C@@H](O)C[C,CC(C)C1=C(\C=C/[C@@H](O)C[C@@H](O)CC([O-,,,,,,,,,,,,,,,,
1040,@@H](O)CC(O)=O)C2=CC=C(F)C=C2)N(C)[,])=O)C(=NC(=N1)N(C)[S](C)(=O)=O)C2=CC=C(F)C=,1.7,1.35,11,6.68,2,2.61,0.12,0.08,0.23,0.13,1.04,0.82,0.30,0.42,-0.92,-1.08
,S](C)(=O)=O,C2,,,,,,,,,,,,,,,,
,CCCN(CCC1=CC=CS1)[C@H]2CCC3=C(C2),CCC[NH+](CCC1=CC=CS1)[C@H]2CCC3=C(C2)C=,,,,,,,,,,,,,,,,
1041,,,5.7,5.28,37,27.37,4,5.35,0.08,0.16,0.76,0.72,1.57,1.44,0.60,0.73,-1.10,-0.79
,C=CC=C3O,CC=C3O,,,,,,,,,,,,,,,,
,CN([C@@H]1CCCC[C@H]1N2CCCC2)C(=O),CN([C@@H]1CCCC[C@H]1[NH+]2CCCC2)C(=O)C,,,,,,,,,,,,,,,,
1042,,,1.1,1.38,3,4.15,5.5,5.72,,,0.04,0.14,0.48,0.62,0.74,0.76,,
